标题,朝代,作者,体裁,内容
﻿杨秘监画高士过关图,金,赵秉文,七言律诗,三生自是竹林游，写出荒寒意外愁。世事尽如翻著袜，人生刚笑倒骑牛。关山风月诗千首，富贵豪华土一丘。独有文章磨不得，至今图画想风流。
﻿重阳后雪寄马柔克,金,赵秉文,七言律诗,朝来飞雪白模糊，城郭山川入画图。一色乾坤还太素，万家楼阁化清都。狐裘貂帽将军骑，金帐羊羔太尉姝。何似吾家正清绝，晓窗吟撚冻髭须。
﻿过代,金,赵秉文,七言律诗,金波曾醉雁门州，端有人间六月秋。万古河山雄朔部，四时风月入南楼。汉家战伐云千里，唐季英雄土一丘。系马曲栏搔首望，晓来闲杀钓鱼舟。
﻿静阳道中,金,赵秉文,七言律诗,路转山腰步步迷，高林浅水下回溪。荞花酿蜜蜂贪腹，柏叶储香麝养脐。不觉困来寻短梦，偶逢佳处入新题。何时更到园林寺，看遍峰峦处处低。
﻿题郝运使荣归堂,金,赵秉文,七言律诗,翰墨声名四十年，归来还作地行仙。柴桑问路陶元亮，洛社休官白乐天。拄杖扶儿还客拜，画图归老听人传。穷秋雨霁陂田出，想见骑驴兴渺然。
﻿题近侍局使聚扇,金,赵秉文,七言律诗,早朝携入紫薇宫，日月都归掌握中。运动枢机真有道，卷藏怀袖不言功。宸庭永日更番暇，水殿微凉侍宴终。愿以微躯奉清燕，仁声宣播舜弦风。
﻿张清献公庆八十寿,金,赵秉文,七言律诗,富贵康宁寿八旬，明时乞得自由身。宦途班列联三事，家法中朝第一人。疏傅未归东海郡，白公独享洛城春。籯金换得传经业，留与玄成赞化钧。
﻿游郤家泺二首 其一 ,金,赵秉文,七言律诗,山崦人家半夕阳，倚墙争看骑红妆。野泉自入他州界，古碣犹存旧姓乡。蛇出庙壖神古柳，牛寻沙泺憩柔桑。蝉声抵死催归骑，辜负亭阴一枕凉。
﻿游郤家泺二首 其二 ,金,赵秉文,七言律诗,水际林间杖屦香，纶巾野服道家妆。妇姑䌟纩欣同社，翁仲扶筇不出乡。拜跪使君嗟老大，逢迎地主问耕桑。今秋一饱天难必，且快新苗雨后凉。
﻿上方,金,赵秉文,七言律诗,山近西台易夕烟，东台占得夕阳偏。贪看归鸟过林隙，不觉奇峰堕眼前。土灶夜烧松叶火，石盆晓漱菊花泉。丹梯横绝青山路，劝子先参鸟道玄。
﻿题右丞画荷蓧图,金,赵秉文,七言律诗,杏花菖叶雨声春，甘作明时荷蓧身。只道乌鸦犹父子，岂知蝼蚁亦君臣。杖头日月挑周器，松下衣冠自舜民。好在丹青王右辖，解回枯槁入陶钧。
﻿送月上人赴少林,金,赵秉文,七言律诗,只臂伽黎不作难，将心到处遣人安。瓶离汴水秋风冷，锡入嵩峰夜月寒。箧里赠诗更雨晒，囊中施钵对风餐。心知拟就东林宿，已向林梢荐刹竿。
﻿登定安阁,金,赵秉文,七言律诗,翚飞高阁迥淩虚，中有盘盘一塔孤。千里河山随指顾，诸天日月绕弥卢。神超罔象遗身世，眼入苍茫一有无。便欲乘风游汗漫，幡然回首念南都。
﻿游上清宫二首 其一 ,金,赵秉文,七言律诗,霜叶萧萧覆井栏，朝元阁上玉筝寒。千年辽鹤归华表，万里宫车泣露盘。日上雾尘迷碧瓦，夜深月露洗荒坛。断碑脍炙人何在，吏部而今不姓韩。
﻿游上清宫二首 其二 ,金,赵秉文,七言律诗,暇日登临近吹台，夷门城下访寒梅。鳌头它日几人在，樽酒而今一笑开。秋潦渗馀村径出，夕舂鸣处野禽来。醉归扶路人争看，知是诗仙阆苑回。
﻿许州襄城县进嘉禾合颖应制,金,赵秉文,七言律诗,襄城城下壤歌传，驿奏嘉禾到日边。颖合周王新雨露，亩分黄帝旧山川。太平气象联珠琲，明德馨香列豆笾。万国和同归帝治，古书愿献补遗编。
﻿陇州进黄鹦鹉应制,金,赵秉文,七言律诗,陇鸟明时亦效祥，天教合侍赭袍黄。九重城里骈莺舌，百子池边借鹄裳。夜臂翠帘条脱重，春笼珠殿荔枝香。紫宸朝退鸣鞘远，偷学山称万岁觞。
﻿寄陈正叔,金,赵秉文,七言律诗,渺渺西风去翼轻，霜林枫叶动秋声。嵩邛竞秀容多峭，河洛争流忌独清。广武山川留故垒，成皋草木閟空城。凭高一掬英雄泪，付与穷途阮步兵。
﻿赠磨镜李先生,金,赵秉文,七言律诗,自笑年来白发公，丹砂不肯借颜红。分无海上三山药，来访人间百岁翁。黄渎何曾涴明月，青天元不碍冥鸿。何时相约丹元子，便欲因之乘晓风。
﻿记梦,金,赵秉文,七言律诗,六年京国鬓尘黄，一望家山一断肠。病后始知谋退晚，梦中犹记和诗忙。风来竹里娟娟好，水过花间冉冉香。学道无成还自笑，人生习气果难忘。
﻿登天寿阁,金,赵秉文,七言律诗,人间赤日无处避，天上云居即宝坊。鸟飞无碍长空阔，人意自生高阁凉。风来为作不请友，午梦径到无何乡。黄昏索马出门去，犹望东华尘土黄。
﻿和刘云卿,金,赵秉文,七言律诗,屏山殁后使人悲，此外交亲我与雷。千里老怀何日写，一生笑口几回开。心知契阔留陈土，时复登临上吹台。目极天低雁回处，西风忽送好诗来。
﻿和种竹,金,赵秉文,七言律诗,君家种竹五七个，我亦近栽三数竿。两地平分风月破，大家留待雪霜看。土膏生色叶犹卷，客枕梦魂声已寒。见此又思君子面，何时相对倚栏干。
﻿寄元裕之,金,赵秉文,七言律诗,久雨新晴散痹顽，一轩凉思坐中间。树头风泻无穷水，天末云移不定山。宦味渐思生处乐，人生难得老来閒。紫芝眉宇何时见，谁与嵩山共往还。
﻿至日次刘云卿韵,金,赵秉文,七言律诗,此生天地一陈人，百岁三分过二分。老去光阴空惜日，愁来世事独看云。静中剥复观消长，身外荣枯任纠纷。犹有忧时心未已，卧听儿诵战场文。
﻿百五日独游西园,金,赵秉文,七言律诗,西园启钥起芳尘，满眼风光不属春。楼阁人非空似旧，蹊山岁久却成真。断桥没板横斜艇，古木欹垣碍去轮。老去搜诗厌彫斲，晚风吹水白鳞鳞。
﻿送宋飞卿二首 其一 ,金,赵秉文,七言律诗,雄豪两妙秀而文，不独吾云人亦云。贺监早知仙李白，薛宣那得吏朱云。秋风汴水伤今别，明月邠郊与子分。瘦李髯雷隔存殁，只愁诗垒不能军。
﻿送宋飞卿二首 其二 ,金,赵秉文,七言律诗,未能免俗聊从宦，遥望孤云忆旧庐。不乐径归真吏隐，得闲随分寄僧居。关山牢落三年梦，行李萧条一束书。想见莲花峰下遇，路人遥指倒骑驴。
﻿题王摩诘画明皇剑阁图,金,赵秉文,七言律诗,剑阁森危隔锦官，云间栈路细盘盘。天回日驭长安远，雨滴铃声蜀道难。当日六军同驻马，他时万里独回銮。伤心凝碧池头句，有底工夫作画看。
﻿和钦止河中即事,金,赵秉文,七言律诗,鹳鹊楼前一望时，长河寂寞送斜晖。人歌人哭几兴废，年去年来今是非。寒雨渭流人断渡，秋风汾水雁来稀。千村万落人烟霭，更许砧声暮捣衣。
﻿吊袁用之,金,赵秉文,七言律诗,卜筑中条四十秋，安排佳处近休休。隐居境为王官胜，仙伯名因少室留。架上残书灰烬冷，囊中妙药鬼神偷。伤心天柱峰头月，曾照先生杖屦游。
﻿古瓶蜡梅,金,赵秉文,七言律诗,石冷铜腥苦未清，瓦壶温水照轻明。土花晕碧龙纹涩，烛泪痕疏雁字横。未许功名归鼎鼐，且收风月入瓶罂。娇黄唤起昭阳梦，汉苑凄凉草棘生。
﻿雪意,金,赵秉文,七言律诗,门巷萧条日易曛，豆秸灰欲落江云。眼花淡淡初疑见，耳重萧萧竟不闻。便可一杯平体粟，不须六出点衣纹。慇勤急遣蓬莱使，探到梅花破几分。
﻿栗,金,赵秉文,七言律诗,渔阳上谷晚风寒，秋入霜林栗玉乾。未析棕榈封万壳，乍分混沌出双丸。宾朋宴罢煨秋熟，儿女灯前爆夜阑。千树侯封等尘土，且随园芋劝加餐。
﻿忆橙,金,赵秉文,七言律诗,怅望天涯驿骑尘，政须玉甲破芳新。可怜虚度梅梢月，无计相陪竹叶春。三日手香频入梦，一年秋好不关身。快须准备新诗句，傥有金苞赠故人。
﻿射虎,金,赵秉文,七言律诗,眼光百步透林寒，抵死嗔人守九关。只道草中藏白额，岂知世上有黄间。才闻父老愁三害，倏见熊罴寝一班。寄谢咸阳叹黄犬，何如雾豹隐南山。
﻿冬至,金,赵秉文,七言律诗,天时人事不难量，消尽群阴又一阳。千里家山凭梦到，数茎白发为愁长。老来度日惟经卷，病后关心祗药方。六十之年今过五，不须苦死问行藏。
﻿九月十一日夜对月,金,赵秉文,七言律诗,无花无酒过重阳，转觉闲居兴味长。明月岂随人薄厚，黄花不逐世炎凉。闰年节晚初过雁，老境衾寒知有霜。清境唤回蝴蝶梦，起寻竹影据胡床。
﻿答赵庆之节使,金,赵秉文,七言律诗,故人别后定何如，春雁来时忽寄书。壮岁从军几人在，老来分守五年馀。挂冠无计追弘景，襆被何时从魏舒。遥想西州贤父老，瓜畴闲伴故侯锄。
﻿菊二首 其一 ,金,赵秉文,七言律诗,水冷云疏木叶黄，绕篱目送雁南翔。酒倾桑落林庐静，秋入骚人齿颊香。人惜后期沾雨露，天教晚节傲风霜。凭谁寄语陶元亮，不为南山兴自长。
﻿菊二首 其二 ,金,赵秉文,七言律诗,西风吹叶静千林，独有幽香伴苦吟。细叶宫槐舒碧皱，小花佛顶晕黄深。谁怜细雨情何限，可忍清霜瘦不禁。寄语儿曹莫轻折，重阳留待付孤斟。
﻿题刘莱州像,金,赵秉文,七言律诗,当年二老赵张俦，独许先生第一流。异政曾闻山鬼伏，直声须向古人求。从来走卒知司马，到处儿童说细侯。惆怅当年旧游处，羊昙不肯过西州。
﻿九日会极目亭,金,赵秉文,七言律诗,孤亭高压冷云堆，九日登临贳酒杯。魏国河山残照在，梁王台殿野花开。鸥从白水明边没，雁向青天尽处回。未必龙山如此会，座中三馆尽英才。
﻿再和,金,赵秉文,七言律诗,秋兴高于滟滪堆，秋光并入阮公杯。霜凋蒲剑三棱折，雨裂荷衣十字开。北雁远浮梁水动，南云低抱楚天回。前年此日登高会，点检唯无短李才。
﻿过杨太尉坟,金,赵秉文,七言律诗,道傍古冢入荒榛，下马摩娑汉八分。谁谓皇天无老眼，却令大鸟泣孤坟。独携一盏霜风酒，共酹三峰日暮云。李杜就诛钩党起，可能天下独伤君。
﻿过庆阳,金,赵秉文,七言律诗,地形占得古金汤，感叹当时几战场。父子一家三范帅，功名异代两汾阳。四山带郭环天险，二水分流会女墙。想见公堂无一事，临川阁上日飞觞。
﻿暮春得寒字,金,赵秉文,七言律诗,九日聊偷一日闲，三分春色二分阑。乡关梦里人空老，风雨夜来花更残。乍坼瓮泥糕酒熟，未开火禁粥饧寒。何时投劾归田去，杨柳阴中把钓竿。
﻿过邠州二首 其一 ,金,赵秉文,七言律诗,地灵物秀古称雄，前有汾阳后范公。千古山川形胜地，两朝人物画图中。一家忠厚馀风化，七月蚕桑咏女功。谁识圣贤遗意在，黍离篇末继豳风。
﻿过邠州二首 其二 ,金,赵秉文,七言律诗,遥看泾水绕城流，下尽陂陀始见州。岁暮简书催出塞，天寒风雪送行舟。坡田井井龟图画，山路盘盘篆印缪。更欲慇勤访陈迹，夜深灯火伴牢愁。
﻿秋雨,金,赵秉文,七言律诗,十日秋霖不出门，门前流水似江村。墙头新竹大于母，砌下老桐今有孙。泽雁背飞惊吹急，濠鱼逆上避河浑。秋风未得乘槎便，拟控扶摇北海鹍。
﻿百塔,金,赵秉文,七言律诗,松林横截东南野，兰若斜连子午庄。平楚风烟开鄠杜，断碑岁月自隋唐。楼头山入诗人座，砌下泉分衲子房。更欲秦川穷胜槩，却从高塔望云阳。
﻿过石氏园,金,赵秉文,七言律诗,石氏园亭竹一围，眼前胜事只心知。幽禽有语能留客，流水无情自入池。客里岁华将尽日，梅边春信独来时。醉吟吟后无吟者，又得闲闲一首诗。
﻿挽刘云卿,金,赵秉文,七言律诗,人物于今叹渺然，如君才德几人全。忠言唐介初还阙，道学东莱不假年。黄壤苦埋经世志，青毡未了读书缘。西园酬唱空陈迹，泪洒南风擘素笺。
﻿二月见梅花,金,赵秉文,七言律诗,不应开处避严冬，无赖春寒雪尚封。纵使风霜欺尔瘦，可能桃李为君容。庞眉都尉嗟何晚，飞骑将军叹不逢。毕竟荣枯无定在，此花劝汝倒金钟。
﻿上巳游西园分韵得兰字与杨礼部携同院诸公赋二首 其一 ,金,赵秉文,七言律诗,相逢草草即杯盘，谁识吾曹个里欢。燕蹴檐花堕茵席，鱼摇波日动栏干。无穷照影溪溪柳，不住吹香畹畹兰。已属清明连上巳，更容飞盖接鹓鸾。
﻿上巳游西园分韵得兰字与杨礼部携同院诸公赋二首 其二 ,金,赵秉文,七言律诗,跨凤骑麟玉笋班，蹇驴不作杜陵酸。已烦茧纸书陈迹，更许仙舟泛碧澜。酒令致师严细柳，诗朋鏖战剧皋兰。鳌头却返瀛洲去，梦觉扬州鹤背宽。
﻿春寒花较迟,金,赵秉文,七言律诗,吟怀常恨负芳时，及至春来雪尚滋。榆荚半含椒粒色，柳条未变曲尘丝。墙阴更觉花开晚，水冷应知雁到迟。惭愧蓬莱老仙伯，已回和气入新诗。
﻿杨尚书宫直雪诗拟应制作某时在假闻而和之二首 其一 ,金,赵秉文,七言律诗,霰雪霏霏点玉英，玉堂铃索峭寒生。也应天上多珂叶，无赖人间有化城。兔苑因而贤者乐，羊羔加以圣之清。吾曹安预筹边事，且及新年贺太平。
﻿杨尚书宫直雪诗拟应制作某时在假闻而和之二首 其二 ,金,赵秉文,七言律诗,黄昏陡觉峭寒生，漏涩铜壶第几更。未放六花齐苑树，先留半月抹宫城。一陶风俗还纯素，尽领乾坤入太清。应是上方观下界，放教双眼一时明。
﻿残梅,金,赵秉文,七言律诗,寒梅不作白头新，相对依依似故人。要伴宾鸿并社燕，未随流水与红尘。空枝拟折犹堪嗅，残蕊重看不厌频。自是东皇催鼎食，无情风雨不关春。
﻿杏花,金,赵秉文,七言律诗,香传微雨隔帘栊，十载航舡不负公。愁见馀春纷雪白，且看初日眩霞红。两株副使莺吟里，一色新郎马足中。投老安能知许事，一鞭农事趁春风。
﻿访天宁周老,金,赵秉文,七言律诗,敝策羸童负束书，清晨渺渺独骑驴。乍辞天上尚书履，来访人间大士居。览镜年年非复我，照溪处处得逢渠。从今莫讶经过数，乞得闲身颇自如。
﻿庆学士叔献七十寿二首 其一 ,金,赵秉文,七言律诗,乞得闲身七十馀，知几初不为鲈鱼。胸中幸有平边策，林下聊观养性书。收拾云山归蜡屐，卷藏事业入篮舆。君王拊髀思颇牧，未许先生作隐居。
﻿庆学士叔献七十寿二首 其二 ,金,赵秉文,七言律诗,小筑龙潭德不孤，卢鸿新有草堂图。四朝人物今谁在，二老风流与我俱。把酒笑谈犹解醉，上山筋力不须扶。文章不逐年龄改，能为开兴作颂无。
﻿雪中登真定阁,金,赵秉文,五言绝句,风月不如意，寺楼高处吟。城中十万户，一雪太平心。
﻿连云潮退,金,赵秉文,五言绝句,夕阳明岛寺，海气入边城。潮落青鱼出，泥深白鸟行。
﻿河上二首 其一 ,金,赵秉文,五言绝句,筑堰分泉脉，开沟断荻芽。风期占月晕，水信谶桃花。
﻿河上二首 其二 ,金,赵秉文,五言绝句,旱爱濒河麦，晴怜唤雨鸠。春随挑菜侣，月趁捕鱼舟。
﻿郎山杂咏十首 其一 天城,金,赵秉文,五言绝句,造化抟清气，秀出天城山。青松伴僧老，白云如我闲。
﻿郎山杂咏十首 其二 马耳峰,金,赵秉文,五言绝句,房驷落人间，入石露双碧。月明闻夜嘶，惊落山头石。
﻿郎山杂咏十首 其三 仙人峰,金,赵秉文,五言绝句,世界几微尘，古今一昏晓。笑谢区中缘，独立万物表。
﻿郎山杂咏十首 其四 摩云峰,金,赵秉文,五言绝句,青山本无情，白云自来往。身在浮云中，仰看浮云上。
﻿郎山杂咏十首 其五 独冠峰,金,赵秉文,五言绝句,大埚难为兄，小埚难为弟。百里见主峰，众山皆迤逦。
﻿郎山杂咏十首 其六 五芝峰,金,赵秉文,五言绝句,白云如幽人，出山本无期。朝来抱幽石，五峰成五芝。
﻿郎山杂咏十首 其七 郁秀峰,金,赵秉文,五言绝句,道人西涧来，衣上南山雨。心知石堂烟，晴峰正堪数。
﻿郎山杂咏十首 其八 泓云泉,金,赵秉文,五言绝句,蔼蔼春云滋，岩溜滴泉乳。独留一泓碧，去作人间雨。
﻿郎山杂咏十首 其九 上龙门,金,赵秉文,五言绝句,南北两石门，上下一灵鹫。仰看莲峰立，忽见天门透。
﻿郎山杂咏十首 其十 下龙门,金,赵秉文,五言绝句,乱峰排鸟道，一水会龙门。禹力不到处，犹如沧海尊。
﻿奉命奏告山陵四首 其一 ,金,赵秉文,五言绝句,祗命款园陵，俶装事行役。黄叶宿几程，青山馆三日。
﻿奉命奏告山陵四首 其二 ,金,赵秉文,五言绝句,西山积翠气，空外摩青天。飞筇不到处，独鸟冲寒烟。
﻿奉命奏告山陵四首 其三 ,金,赵秉文,五言绝句,山前红树合，山顶白云封。山中有兰若，日暮闻疏钟。
﻿奉命奏告山陵四首 其四 ,金,赵秉文,五言绝句,山月出未高，林深鸟犹梦。霜落人未知，寒添觉声重。
﻿游崆峒四绝 其一 青龙峒,金,赵秉文,五言绝句,青龙不可见，云自洞中出。为雨济人间，归时杳无迹。
﻿游崆峒四绝 其二 仙人桥,金,赵秉文,五言绝句,绝涧初无路，通仙忽有桥。偶携青竹杖，平步到云霄。
﻿游崆峒四绝 其三 翠屏山,金,赵秉文,五言绝句,山作屏风样，其如空翠何。不遮秋塞尽，空障夕阳多。
﻿游崆峒四绝 其四 参云亭,金,赵秉文,五言绝句,鸟语山更静，松声风自寒。不嫌云气湿，来此凭栏干。
﻿题扇头,金,赵秉文,七言绝句,文书勾引黑甜乡，倦枕抛书午梦长。梦里棋声惊雨雹，觉来窗隙有斜阳。
﻿平湖戏鸭图,金,赵秉文,七言绝句,平湖飞下蹙双纹，翻动江南水底云。尽日自来还自去，尘埃满眼不如君。
﻿春游四首 其一 ,金,赵秉文,七言绝句,草荒一径抱村斜，日暮初归拜扫车。犹有饥鸦来攫肉，觇人飞下杜梨花。
﻿春游四首 其二 ,金,赵秉文,七言绝句,无数飞花送小舟，蜻蜓款立钓丝头。一溪春水关何事，皱作风前万叠愁。
﻿春游四首 其三 ,金,赵秉文,七言绝句,树藏修竹竹藏门，门外清流几股分。行过小桥人不见，背阴花气隔墙闻。
﻿春游四首 其四 ,金,赵秉文,七言绝句,烟外丝丝风柳斜，春光也自到天涯。太平有象村村酒，寒食无家处处花。
﻿暮归,金,赵秉文,七言绝句,贪看孤鸟入重云，不觉青林雨气昏。行过断桥沙路黑，忽从电影得前村。
﻿正觉院,金,赵秉文,七言绝句,斋时一钵僧上堂，履声如水度秋窗。斜阳满地槐阴薄，幽鸟飞来施食幢。
﻿登嵩顶,金,赵秉文,七言绝句,危蹑嵩山顶上来，五髯龙对八仙台。不知眼界阔多少，直尽黄河一曲回。
﻿少林,金,赵秉文,七言绝句,只么西来坐面墙，更无一法付神光。少林自有吹毛物，三十六峰如剑铓。
﻿石楼,金,赵秉文,七言绝句,月约风期屡往还，水声山色石楼间。大家也入香山去，那个心如白傅闲。
﻿题南城楼,金,赵秉文,七言绝句,楼上遥看郊外村，不须骑马坐平分。人家应在青山外，时有归牛下白云。
﻿香岩寺壁,金,赵秉文,七言绝句,一夕秋风变素商，萧萧云物换新凉。片云不作前溪雨，飞过高城有底忙。
﻿嵩山道中二首 其一 ,金,赵秉文,七言绝句,为爱青山懒著鞭，吟诗时作鹤头偏。蓦然得句惊飞鸟，扑簌岩花堕马前。
﻿嵩山道中二首 其二 ,金,赵秉文,七言绝句,屋头山色静无埃，竹里柴门水际开。惊怪篱中犬迎吠，有人知自碧峰来。
﻿题扇头,金,赵秉文,七言绝句,魏三句里数声橹，秦七词中万点鸦。好在团团明月底，一弯流水几人家。
﻿三学院对月,金,赵秉文,七言绝句,何年觐佛朝天子，各以宝花楼阁俱。为问上方银世界，不知有此夜寒无。
﻿清居寺五杉亭观子野留题,金,赵秉文,七言绝句,五杉今日祗三株，曾是诗人叹息馀。君去我来杉尚在，断肠君没见君书。
﻿回春谷,金,赵秉文,七言绝句,冰崖雪柱道人家，谷榜回春事巳夸。却恐阳和在泉底，未春先发忍冬花。
﻿秘魔岩,金,赵秉文,七言绝句,铁锁关藏五百龙，文殊游戏作神通。山僧要辨金刚眼，莫谓鱼虾在此中。
﻿登万寿阁,金,赵秉文,七言绝句,中州之山台山高，遍寻五顶无乃劳。老去看山无脚力，直凭一阁了秋毫。
﻿马头,金,赵秉文,七言绝句,天外乱山围旷野，水边孤塔背层城。马头才指桑乾路，愁见行人问去程。
﻿赵桥,金,赵秉文,七言绝句,天垂旷野初疑合，地转深岩忽似穷。偶向高崖闻笑语，寒舂一带夕阳中。
﻿鸡鸣山,金,赵秉文,七言绝句,烟蒸山腹晴犹湿，河带冰澌暖渐流。独上鸡鸣看日出，五云多处是皇州。
﻿卢沟,金,赵秉文,七言绝句,河分桥柱如瓜蔓，路入都门似犬牙。落日卢沟沟上柳，送人几度出京华。
﻿渔阳道中,金,赵秉文,七言绝句,盘山曾借上方眠，落月苍苍响石泉。夜半峰头听鸣鹿，半崖松子落阶前。
﻿达北京,金,赵秉文,七言绝句,小车日日碾征尘，卧即看书坐欠伸。露宿风餐二千里，青山无处不随人。
﻿龙山怪松,金,赵秉文,七言绝句,自笑书生骨相穷，倒骑驴看两三峰。天东稍喜无碑读，踏雪还来看怪松。
﻿东京见梅,金,赵秉文,七言绝句,二月天东冻未苏，梅花有骨也青癯。一枝萼绿来千里，为问东君管得无。
﻿辽东,金,赵秉文,七言绝句,几家篱落枕江边，树外秋明水底天。日暮沙禽忽惊起，一痕冲破浪花圆。
﻿北都雪望,金,赵秉文,七言绝句,千山雪尽出樵车，一径云迂去似蛇。小屋平头墟落里，吹烟起处是人家。
﻿北都小雪,金,赵秉文,七言绝句,边城小雪试年华，烟冷貔貅十万家。探使不来人半醉，将军毡帐卓平沙。
﻿锦波亭,金,赵秉文,七言绝句,柳影移堤步晚凉，清溪放月水泱泱。胸中经纬天机锦，闲却小亭风露香。
﻿袭香亭二首 其一 ,金,赵秉文,七言绝句,小桥虹影截波光，面面荷花镜里妆。风月要知无尽处，一亭分作两亭香。
﻿袭香亭二首 其二 ,金,赵秉文,七言绝句,黄堂公退吏人稀，露下西溪鹤未知。一榻清香无著处，晓风残月独来时。
﻿鸡鸣山下桥,金,赵秉文,七言绝句,两山相对翠屏开，一水中流碍石回。桥北桥南路分处，红尘一骑日边来。
﻿雨晴二首 其一 ,金,赵秉文,七言绝句,东风时送瓦沟声，欹枕幽窗梦自惊。睡起不知云已散，夕阳偏向柳梢明。
﻿雨晴二首 其二 ,金,赵秉文,七言绝句,一抹平林媚夕晖，山烟漠漠燕飞飞。倚栏遥认天边电，何处行人带雨归。
﻿圣安小集,金,赵秉文,七言绝句,松轩却扇风仍好，苔径无花雨亦香。门外市声鏖午枕，老僧元不下禅床。
﻿灵感寺二首 其一 ,金,赵秉文,七言绝句,斜廊深院断人行，雪聚松了立鸟清。僧腊数残门乍启，惊飞谇语独含情。
﻿灵感寺二首 其二 ,金,赵秉文,七言绝句,青青隐隐入烟微，一日看山坐水涯。何事晚来风截断，偶看白鸟过林时。
﻿和子约立春,金,赵秉文,七言绝句,唐虞礼乐岁元新，齐鲁中书有大臣。泰和三年调玉烛，衣冠万国拜王春。
﻿和舜元杂诗二首 其一 ,金,赵秉文,七言绝句,瘦马龙钟两鬓华，敲门避雨野人家。门前篱落犹悬露，十里晚风吹断霞。
﻿和舜元杂诗二首 其二 ,金,赵秉文,七言绝句,三五残星阙角东，淡黄杨柳月明中。贪看稚子收残叶，驻马天街满袖风。
﻿二青图,金,赵秉文,七言绝句,大青天骥之云仍，小青八尺犹龙腾。三十年来无汗马，不将遗像铸兴陵。
﻿古北口,金,赵秉文,七言绝句,几家墟落兵戈外，数亩荒田谷涧中。日暮围场来野鹿，令人长忆笔头公。
﻿北苑寓直,金,赵秉文,七言绝句,柳外宫墙粉一围，飞尘障面捲斜晖。潇潇几点莲塘雨，曾上诗人下直衣。
﻿寓望,金,赵秉文,七言绝句,蒲根閤閤乱蛙鸣，点水杨花半白青。隔岸风来闻鼓吹，柳阴深处有园亭。
﻿抚州二首 其一 ,金,赵秉文,七言绝句,萧寺金风动刹竿，西城北斗挂栏干。一虫不响夜更静，片月未高山已寒。
﻿抚州二首 其二 ,金,赵秉文,七言绝句,燕赐城边春草生，野狐岭外断人行。沙平草远望不尽，日暮惟有牛羊声。
﻿戴花,金,赵秉文,七言绝句,病来杯酒懒重持，强为残花折一枝。人老易悲花易落，东风休近鬓边吹。
﻿西溪,金,赵秉文,七言绝句,山垠西北尘沙少，水际东南风月宽。尽日朱门人不到，凫鹥引子傍栏干。
﻿夏直,金,赵秉文,七言绝句,玉堂睡起苦思茶，别院铜轮碾露芽。红日转阶帘影薄，一双蝴蝶上葵花。
﻿玉堂二首 其一 ,金,赵秉文,七言绝句,玉堂看到午阴移，日暮春风下直迟。误喜交番旗脚转，隔墙送过小桃枝。
﻿玉堂二首 其二 ,金,赵秉文,七言绝句,玉堂阴合冷窗纱，雨过银泥引篆蜗。萱草茙葵俱不见，蜂声满院采槐花。
﻿过邯郸,金,赵秉文,七言绝句,十五年来黍一炊，丛台重觅旧题诗。而今马上行人老，不似当初过赵时。
﻿临洺,金,赵秉文,七言绝句,聪山洺水送还迎，世事浮云几变更。白发重来相识尽，逢人欲问小时名。
﻿真际柏,金,赵秉文,七言绝句,赵州东院庭前柏，二百年来屈铁柯。莫怪两株缠欲死，后来禅客葛藤多。
﻿滹沱,金,赵秉文,七言绝句,滹沱一箭截天来，六月砅雷打土崖。一夜北风吹岸改，直从中渡牵船回。
﻿墨梅,金,赵秉文,七言绝句,画师不作胭脂面，却恐傍人嫌我真。相逢莫道不相识，夏馥从来琢玉人。
﻿香山,金,赵秉文,七言绝句,山秀薰人欲破斋，临行别语更徘徊。笔头滴下烟岚句，知是香山境里来。
﻿题阎立本职贡图临本二首 其一 ,金,赵秉文,七言绝句,周王职贡朝万邦，右相丹青古无双。好本不应天下独，解如明月印千江。
﻿题阎立本职贡图临本二首 其二 ,金,赵秉文,七言绝句,金犀剺面觇天庭，王会图中见典刑。已了宣威沙漠事，更烦右相写丹青。
﻿夏日,金,赵秉文,七言绝句,树木交阴鸟自呼，蘧蘧残梦破华胥。虚檐一道风如水，展尽床头几叶书。
﻿太宁吟诗台雨中,金,赵秉文,七言绝句,易州山水甲天下，一日太宁如死灰。山意似羞人识面，雨昏丞相赋诗台。
﻿涞阳道中,金,赵秉文,七言绝句,石头荦确水纵横，人在青山影里行。忽悟过溪惊笑语，断崖茅屋暮舂声。
﻿昌平狄梁公庙,金,赵秉文,七言绝句,力扶沧海将颓日，目送西山不尽云。一邑岂能专惠爱，至今天下不名君。
﻿灵峰院,金,赵秉文,七言绝句,天门划断两崖青，拄杖灵峰顶上行。一片白云岩下起，不教眼力尽东溟。
﻿燕,金,赵秉文,七言绝句,宦游怜我食官仓，赢得青青两鬓苍。不识无情双燕子，南来北去为谁忙。
﻿登晋阳阁,金,赵秉文,七言绝句,陂陀势尽晋川开，一线汾河掌上来。斜日西风倚高阁，白乌飞过天门回。
﻿涌云楼雨二首 其一 ,金,赵秉文,七言绝句,片云头上一声雷，欲到冠山风引回。窗外忽传林叶响，坐看飞雨入楼来。
﻿涌云楼雨二首 其二 ,金,赵秉文,七言绝句,帘雨风斜不上钩，栏干吹湿怕人愁。雷声驱雨东山去，留下斜阳恰半楼。
﻿中山会故人,金,赵秉文,七言绝句,三十二年役梦魂，故人老尽一身存。灯前细讲当时话，别后相思谁与论。
