标题,朝代,作者,体裁,内容
元会大飨歌十一首 其十 ,隋,牛弘等奉诏作,乐府曲辞,皇道四达。礼乐成。临朝日举。表时平。甘芳既饫。醑以清。扬休玉卮。正性情。隆我帝载。永明明。
元会大飨歌十一首 其十一 上寿歌,隋,牛弘等奉诏作,乐府曲辞,俗已乂。时又良。朝玉帛。会衣裳。基同北辰久。寿共南山长。黎元鼓。腹乐未央。
咏汉高祖,隋,王圭,古风,汉祖起丰沛，乘运以跃鳞。手奋三尺剑，西灭无道秦。十月五星聚，七年四海宾。高抗威宇宙，贵有天下人。忆昔与项王，契阔时未伸。鸿门既薄蚀，荥阳亦蒙尘。虮虱生介胄，将卒多苦辛。爪牙驱信越，腹心谋张陈。赫赫西楚国，化为丘与榛。
咏淮阴侯,隋,王圭,古风,秦王日凶慝，豪杰争共亡。信亦胡为者，剑歌从项梁。项羽不能用，脱身归汉王。道契君臣合，时来名位彰。北讨燕承命，东驱楚绝粮。斩龙堰濉水，擒豹熸夏阳。功成享天禄，建旗还南昌。千金答漂母，百钱酬下乡。吉凶成纠缠，倚伏难预详。弓藏狡兔尽，慷慨念心伤。
枣下何纂纂二首 其一 ,隋,王胄,古风,柳黄知节变，草绿识春归。复道含云影，重檐照日辉。
枣下何纂纂二首 其二 ,隋,王胄,古风,御柳长条翠，宫槐细叶开。还得闻春曲，便逐鸟声来。
敦煌乐二首 其一 ,隋,王胄,古风,长途望无已，高山断还续。意欲此念时，气绝不成曲。
敦煌乐二首 其二 ,隋,王胄,古风,极目眺修涂，平原忽超远。心期在何处，望望崦嵫晚。
纪辽东二首 其一 ,隋,王胄,古风,辽东浿水事龚行。俯拾信神兵。欲知振旅旋归乐。为听凯歌声。十乘元戎才渡辽。扶濊已冰消。讵似百万临江水。按辔空回镳。
纪辽东二首 其二 ,隋,王胄,古风,天威电迈举朝鲜。信次即信旋。还笑魏家司马懿。迢迢用一年。鸣銮诏跸发淆潼。合爵有畴庸。何必丰沛多相识。比屋降尧封。
奉和赐酺诗,隋,王胄,古风,河洛称朝市，崤函实奥区。周营曲阜作，汉建奉春谟。大君苞二代，皇居盛两都。招摇正东指，天驷乃西驱。展軨齐玉软，式道耀金吾。千门驻罕毕，四达俨车徒。是节春之暮，神皋华实敷。皇情感时物，睿思属枌榆。诏问百年老，恩隆五日酺。小人荷熔铸，何由答大炉。
言反江阳寓目灞涘赠易州陆司马诗,隋,王胄,古风,游人卖药罢，徐步反江干。行吟灞陵岸，回首望长安。晨华照城阙，参差复郁盘。千门含日丽，万雉映霞丹。云开承露掌，吹动相风竿。游童轻薄少，鲜服鵔鸃冠。花开傅粉晏，尘起副车韩。屡投双飞剑，曾操两色丸。挂玉要游女，弹珠落矫翰。信美非吾乐，何事久盘桓。欲动南登咏，还谣北上难。眷言思旧友，徂远路漫漫。燕陲望楚服，天际与云端。棹发吴涛上，荆歌易水寒。十年阻风月，万里别金兰。心期竟何许，怀抱日摧残。容华冉冉谢，衣带朝朝宽。盛宪宁延寿，刘琨自少欢。宿昔均取舍，同波岂异澜。赠言不尽意，掷笔起长叹。
酬陆常侍诗,隋,王胄,古风,相知四十年，别离万馀里。君留五湖曲，余去三河涘。寒检君后凋，溺灰余仅死。何言西北云，复觌东南美。深交不忘故，飞觞敦宴喜。赠藻发中情，奇音迈流徵。追惟中岁日，于斯同憩止。思之宛如昨，倏焉逾二纪。畴昔多朋好，一旦埋蒿里。无人莫己知，有恸伤知己。把臂还相泣，岿然吾与子。沾襟行自念，哀哉亦已矣。吾归在漆园，著书试词理。劳息乃殊致，存亡宁异轨。大路不能遵，咄哉情可鄙。
答贺属诗,隋,王胄,古风,外黄初邸客，蜀郡晚琴声。本欲从张耳，何曾说马卿。定知游道日，非是第如行。高文拟杂佩，善谑间瑶琼。前书言家室，末叙挂簪缨。问仁宁伐国，扬波岂乱清。闻有阳台客，常留入梦情。无为嗟独割，空引助庖名。
卧疾闽越述净名意诗,隋,王胄,古风,客行万馀里，眇然沧海上。五岭常炎郁，百越多山瘴。兼以劳形神，遂此婴疲恙。桐雷邈已远，砭石良难访。抱影私自怜，沾襟独惆怅。毗城有长者，生平夙所尚。复藉大因缘，勉以深回向。心路资调伏，于焉念实相。水沫本难摩，乾城空有庆。是生非至理，是我皆虚妄。求之不可得，谁其受业障。信矣大医王，兹力诚难量。
别周记室诗,隋,王胄,古风,五里徘徊鹤，三声断绝猿。何言俱失路，相对泣离樽。别意凄无已，当歌寂不喧。贫交欲有赠，掩涕竟无言。
赋得雁送别周员外戍岭表诗,隋,王胄,古风,旅雁别衡阳，天寒关路长。行断由惊箭，声嘶为犯霜。罹缴无人悯，能鸣反自伤。何如侣泛泛，刷羽戏方塘。
为寒床妇赠夫妇诗,隋,王胄,古风,月净闺偏冷，更深夜转长。霜纨犹掩扇，露縠未飘香。解带惭连理，引被愧鸳鸯。谁能未相识，还为守空床。
雨晴诗,隋,王胄,古风,初晴物候凉，夕景照山庄。残虹低饮涧，新溜上侵塘。风度蝉声远，云开雁路长。
西园游上才,隋,王胄,古风,西园游上才，清夜可徘徊。月桂临樽上，山云影盖来。飞花随烛度，疏叶向帷开。当轩顾应阮，还觉贱邹枚。
在陈释奠金石会应令诗,隋,王胄,四言诗,元气氤氲，玄风缅邈。垂衣钻燧，修文反朴。异代殊时，袭礼沿乐。损益虽著，罔弗于学。体斯将圣，实表宗师。三千仰德，五百应期。除丘黜素，定礼删诗。作训垂范，斯文在兹。有梁不造，群胡蹈轶。圣教沦胥，微言殄瘁。大陈光启，搜扬遗逸。儒雅成林，诗书闲出。我星纂历，负扆握图。文同四表，教渐八区。韬戈偃革，抑末崇儒。矩步接武，缝掖相趋。元良继体，作睿惟则。明乃离照，泽符震德。审谕宁陈，圭璋靡忒。聿修三善，以贞万国。展兹鸾驾，敬业兽门。尚仁降礼，齿胄纡尊。式陈俎豆，夤荐蘋蘩。иね成列，丝竹相喧。奠飨斯洽，克谐嘉宴。酒溢金罍，肴分玉馔。肃肃冠冕，诜诜巾卷。咸资楙德，是称俊选。时惟岁聿，律变灰迁。鸿门寒重，璧水冰坚。风移瑞气，日藻非烟。空知庆跃，何答陶甄。
白马篇,隋,王胄,乐府曲辞,白马黄金鞍，蹀躞柳城前。问此何乡客，长安恶少年。结发从戎事，驰名振朔边。良弓控繁弱，利剑挥龙泉。披林扼凋虎，仰手接飞鸢。前年破沙漠，昔岁取祁连。折冲摧右校，搴旗殪左贤。昆弥还谢力，庆忌本推儇。海外平遐险，来庭识负褰。三韩劳薄伐，六事指幽燕。良家选河右，猛将征西山。浮云屯羽骑，蔽日引长旃。自矜有馀勇，应募忽争先。王师已得隽，夷首失求全。鼓行徇玉检，乘胜荡朝鲜。志勇期功立，宁惮微躯捐。不羡山河赏，谁希竹素传。
燕歌行,隋,王胄,乐府曲辞,庭草无人随意绿。
东征歌,隋,王通,古风,我思国家兮远游京畿。忽逢帝王兮降礼布衣。遂怀古人之心兮将兴太平之基。时异事变兮志乖愿违。吁嗟道之不行兮垂翅东归。皇之不断兮劳身西飞。
独坐,隋,王绩,五言律诗,托身千载下，聊思万物初。欲令无作有，翻觉实成虚。周文方定策，秦帝即焚书。寄语无为者，知君悟有馀。
咏怀,隋,王绩,五言律诗,桑榆汾水北，烟火浊河东。未必寻归路，居然息转蓬。故乡行处是，虚室坐间同。日落西山暮，方知天下空。
山中采药,隋,王绩,五言律诗,采药北岩阴，乘兴独幽寻。涧尾泉恒细，山腰溪转深。石横疑路断，云暗觉峰沉。薄暮归来去，松丘横夜琴。
在边三首 其一 ,隋,王绩,五言律诗,客行秋未归，萧索意多违。雁门霜雪苦，龙城冠盖稀。穹庐还作室，短褐更为衣。自怜书信断，空瞻鸿雁飞。
在边三首 其二 ,隋,王绩,五言律诗,羁旅滞胡中，思归道路穷。犹擎苏武节，尚抱李陵弓。漠北平无树，关南迥有风。长安知远近，徒想灞池东。
在边三首 其三 ,隋,王绩,五言律诗,昔岁衔王命，今秋独未旋。节毛风落尽，衣袖雪沾鲜。瀚海平连地，狼山峻入天。何当携侍子，相逐拜甘泉。
冬夜载酒于乡馆寻崔使君善为,隋,王绩,五言律诗,思君夜渐阑，载酒一相看。野馆含烟冷，山衣犯雪寒。停车聊捧袂，倒屣共临盘。今夕山阴赏，谁知逢道安。
读《真隐传》见披裘公及汉滨老父因题四韵,隋,王绩,五言律诗,被褐延陵径，耕田汉水阴。由来驩击壤，何处视遗金？季子停骖谢，张温下道寻。世人无所识，谁知方寸心？
性不好治产兴后言怀,隋,王绩,五言律诗,自有人间分，何须郭外田？和光游聚落，独兴入山泉。河曲编萧坐，灵台结絮眠。还应多藏客，辛苦没残年。
山家夏日九首 其二 ,隋,王绩,五言律诗,隐士长松壑，先生孤竹丘。溪深常抱冻，涧冷镇含秋。九春宁解褐，五月自披裘。谁信汤年旱，山燋金石流？
山家夏日九首 其四 ,隋,王绩,五言律诗,岩居何啻好，野性本规閒。青松生户侧，奔泉涌砌间。老父循浑沌，稚子服斑斓。自得为巢许，无劳买却山。
山家夏日九首 其五 ,隋,王绩,五言律诗,追凉剩不归，高卧隐松闱。野竹栏阶种，岩花入户飞。涧幽人路断，山旷鸟啼稀。不特嫌周粟，时时须采薇。
山家夏日九首 其六 ,隋,王绩,五言律诗,山人有敝庐，竹树近扶疏。傍岩开灶井，横涧引庭除。障子游仙画，屏风章草书。谁言非面俗，更欲赋《閒居》。
山家夏日九首 其七 ,隋,王绩,五言律诗,幽居枕广川，长望郁芊芊。北岩采樵路，东坡种药田。涧泉通院井，山气杂厨烟。向夕林庭旷，萧条鸣一弦。
山家夏日九首 其八 ,隋,王绩,五言律诗,山居自可安，乐道不为难。甲乙题书卷，梧桐数药丸。树阴连户静，泉影度窗寒。抱琴聊倚石，高眠风自弹。
山家夏日九首 其九 ,隋,王绩,五言律诗,避暑长岩东，萧条趣不穷。密藤成斗帐，疏树即檐栊。槿花碍前浦，荷香栏上风。寄言覆苔客，无事果园中。
洛水南看汉王马射,隋,王绩,五言律诗,君王马态骄，蹀躞过河桥。雨息铜街静，尘飞金埒遥。铁丝缠箭脚，玉片抱弓腰。日□矜百中，唯看杨柳条。
过郑处士山庄二首 其一 ,隋,王绩,五言律诗,凿溪南浦曲，栽树北岩阿。野膳调藜荏，山衣缉薜萝。钓潭因旧迹，樵路起新歌。欲知幽赏处，青青松桂多。
过郑处士山庄二首 其二 ,隋,王绩,五言律诗,僻处开三径，幽居无四邻。横文彪子褥，碎点鹿胎巾。断篱栖夜雉，荒砌起朝麇。薄暮东溪上，犹言在渭滨。
咏隐,隋,王绩,五言律诗,独有幽栖趣，能令俗网赊。耕夫田作业，巢叟树为家。晚令柔残黍，春园扫落花。恝然乘兴往，何必御云车？
春夜过翟处士正师饮酒醉后自问答二首 其一 ,隋,王绩,五言律诗,樽酒泛流霞，相将临岁华。酣歌吹树叶，醉舞拂灯花。对饮情何已，思归月渐斜。明朝解酲处，为道向谁家？
春夜过翟处士正师饮酒醉后自问答二首 其二 ,隋,王绩,五言律诗,春来物候妍，夜饮但留连。晚枪交鬓侧，残樽倚膝前。纵横抱琴舞，狼籍枕书眠。解酲须及曙，路远莫言旋。
同蔡学士君知咏云,隋,王绩,五言律诗,固阳阴正密，侍族□方和。巫山臣作赋，汾水帝为歌。绘色还成锦，轻飞更作罗。《无衣》昔有咏，飘转独如何？
赠山居黄道士,隋,王绩,五言律诗,洁身何必是，避俗岂能全？动息都无隔，浮沉最可怜。嵇山《高士传》，庄叟《让王篇》。逃名遂得志，□□若为传？
登陇坂二首 其一 ,隋,王绩,五言律诗,客行登陇坂，长望一思归。地险关山密，天平鸿雁稀。转蓬无定去，惊叶但知飞。目极征途远，劳情歌《式微》。
登陇坂二首 其二 ,隋,王绩,五言律诗,陇坂三秦望，游人万里悲。何关呜咽水，自是断肠时。风高黄叶散，日下白云滋。怅望东飞翼，忧来不自持。
观石壁诸龛礼拜成咏,隋,王绩,五言律诗,万里疏烟壁，千龛对日宫。瞻颜犹不暇，合掌更难穷。岭路横携断，山心暗凿通。真如何处泊？坐费计人功。
秋园夜坐,隋,王绩,五言律诗,秋来木叶黄，半夜坐林塘。浅溜含新冻，轻云护早霜。落萤飞未起，惊鸟乱无行。寂寞知何事？东篱菊稍芳。
田家三首 其一 ,隋,王绩,五言律诗,家住箕山下，门枕颍川滨。不知今有汉，唯言昔避秦。琴伴前庭月，酒劝后园春。自得中林士，何忝上皇人。
野望,隋,王绩,五言律诗,东皋薄暮望，徙倚欲何依。树树皆秋色，山山唯落晖。牧人驱犊返，猎马带禽归。相顾无相识，长歌怀采薇。评注（点击查看或隐藏评注）
赠程处士,隋,王绩,五言律诗,百年长扰扰，万事悉悠悠。日光随意落，河水任情流。礼乐囚姬旦，诗书缚孔丘。不如高枕枕，时取醉消愁。评注（点击查看或隐藏评注）
九月九日赠崔使君善为,隋,王绩,五言律诗,野人迷节候，端坐隔尘埃。忽见黄花吐，方知素节回。映岩千段发，临浦万株开。香气徒盈把，无人送酒来。
独坐,隋,王绩,五言律诗,问君樽酒外，独坐更何须。有客谈名理，无人索地租。三男婚令族，五女嫁贤夫。百年随分了，未羡陟方壶。
咏妓,隋,王绩,五言律诗,妖姬饰靓妆，窈窕出兰房。日照当轩影，风吹满路香。早时歌扇薄，今日舞衫长。不应令曲误，持此试周郎。
过程处士饮率尔成咏,隋,王绩,七言律诗,莫道山中泉石好，莫畏人间行路难。蜀郡炉家何必闹，宜城酒店旧来宽。杯至定知悬怪晚，饮尽祇应速唱看。但使百年相续醉，何愁万里客衣单。
解六合丞还,隋,王绩,七言律诗,我家沧海白云边，还将别业对林泉。不用功名喧一世，直取烟霞送百年。彭泽有田唯种黍，步兵从宦岂论钱？但愿朝朝长得醉，何辞夜夜瓮间眠。
元正赋附歌,隋,王绩,五言绝句,献岁风光早，芳春节会多。径潘三月内，恣意饱相过。
题画幛背,隋,王绩,五言绝句,云霞图幛子，山水画屏风。不应须对许，坐惯青溪中。
题酒店楼壁绝句八首 其一 ,隋,王绩,五言绝句,欲识幽人伴，非是俗情量。有业开屠肆，无名坐饼行。
题酒店楼壁绝句八首 其二 ,隋,王绩,五言绝句,或问游人道，那能独步忧？饮时含救药，醉罢不能愁。
题酒店楼壁绝句八首 其三 ,隋,王绩,五言绝句,仲任书卷尽，平君不数充。相逢何以慰？细酌对春风。
建德破后入长安咏秋蓬示辛学士,隋,王绩,五言绝句,遇坎聊知止，逢风或未归。孤根何处断？轻叶强能飞。
过酒家五首 其一 ,隋,王绩,五言绝句,洛阳无大宅，长安乏主人。黄金销未尽，祗为酒家贫。评注（点击查看或隐藏评注）
过酒家五首 其二 ,隋,王绩,五言绝句,此日长昏饮，非关养性灵。眼看人尽醉，何忍独为醒。评注（点击查看或隐藏评注）
过酒家五首 其三 ,隋,王绩,五言绝句,竹叶连糟翠，蒲萄带曲红。相逢不令尽，别后为谁空。
过酒家五首 其四 ,隋,王绩,五言绝句,对酒但知饮，逢人莫强牵。倚炉便得睡，横瓮足堪眠。
过酒家五首 其五 ,隋,王绩,五言绝句,有客须教饮，无钱可别沽。来时长道贳，惭愧酒家胡。
夜还东溪,隋,王绩,五言绝句,石苔应可践，丛枝幸易攀。青溪归路直，乘月夜歌还。
山中别李处士,隋,王绩,五言绝句,为向东溪道，人来路渐赊。山中春酒熟，何处得停家。
初春,隋,王绩,五言绝句,春来日渐长，醉客喜年光。稍觉池亭好，偏宜酒瓮香。
醉后,隋,王绩,五言绝句,阮籍醒时少，陶潜醉日多。百年何足度，乘兴且长歌。
